ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,CC_2,TYPE_2,ENGTYPE_2,VALIDFR_2,VALIDTO_2,REMARKS_2,Shape_Leng,Shape_Area
"157",MWI,Malawi,"1965",Mchinji,"22850",SC Mduwa,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,1.22985918790,0.04790089628
"157",MWI,Malawi,"1965",Mchinji,"22851",TA Mkanda,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.44657666256,0.07795965896
"157",MWI,Malawi,"1965",Mchinji,"22852",TA Mlonyeni,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.41170401596,0.02242697159
"157",MWI,Malawi,"1965",Mchinji,"22853",TA Zulu,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.27061965304,0.03916646557
"157",MWI,Malawi,"1966",Mulanje,"22854",Mulanje Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.17792303269,0.00105639093
"157",MWI,Malawi,"1966",Mulanje,"22855",Mulanje Mountain Forest Reserve,,,,,Reserve,Reserve,Unknown,Unknown,,1.12414193548,0.04039867905
"157",MWI,Malawi,"1966",Mulanje,"22856",SC Juma,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,1.14973011274,0.02854855936
"157",MWI,Malawi,"1966",Mulanje,"22857",SC Laston Njema,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.84300397682,0.01102092912
"157",MWI,Malawi,"1966",Mulanje,"22858",TA Chikumbu,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.63551542253,0.01259828990
"157",MWI,Malawi,"1966",Mulanje,"22859",TA Mabuka,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.53715181463,0.03498756467
"157",MWI,Malawi,"1966",Mulanje,"22860",TA Nkanda,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.00509436843,0.03045642791
"157",MWI,Malawi,"1966",Mulanje,"22861",TA Nthiramanja,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.56938220777,0.00943806774
"157",MWI,Malawi,"1967",Mwanza,"22862",Mwanza Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.16588669141,0.00114007299
"157",MWI,Malawi,"1967",Mwanza,"22863",TA Dambe,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.89267740084,0.02143647947
"157",MWI,Malawi,"1967",Mwanza,"22864",TA Kanduku,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.23204790702,0.02435251397
"157",MWI,Malawi,"1967",Mwanza,"22865",TA Mlauli,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.17615980448,0.04739002438
"157",MWI,Malawi,"1967",Mwanza,"22866",TA Ngozi,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.91358000562,0.02786255466
"157",MWI,Malawi,"1967",Mwanza,"22867",TA Nthache,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.04181462949,0.02462424823
"157",MWI,Malawi,"1967",Mwanza,"22868",TA Symon,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.08829770062,0.03486764138
"157",MWI,Malawi,"1968",Mzimba,"22869",Mzimba Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.11886772709,0.00089601920
"157",MWI,Malawi,"1968",Mzimba,"22870",Mzuzu City,,,,,City,City,Unknown,Unknown,,0.47231474341,0.01161850093
"157",MWI,Malawi,"1968",Mzimba,"22871",SC Jaravikuba Munthali,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.55866796994,0.01333829091
"157",MWI,Malawi,"1968",Mzimba,"22872",SC Kampingo Sibande,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,2.07613214421,0.08044733275
"157",MWI,Malawi,"1968",Mzimba,"22873",SC Khosolo Gwaza Jere,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,1.78175829806,0.07805570474
"157",MWI,Malawi,"1968",Mzimba,"22874",TA Chindi,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.98076977646,0.14546002910
"157",MWI,Malawi,"1968",Mzimba,"22875",TA Mabulabo,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.54394681188,0.06198375787
"157",MWI,Malawi,"1968",Mzimba,"22876",TA M'Mbelwa,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,2.16299667467,0.09518854846
"157",MWI,Malawi,"1968",Mzimba,"22877",TA Mpherembe,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.20122043363,0.05410571473
"157",MWI,Malawi,"1968",Mzimba,"22878",TA Mtwalo,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,2.71623885294,0.16253646038
"157",MWI,Malawi,"1968",Mzimba,"22879",TA Mzikubola,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.74637606467,0.12027102621
"157",MWI,Malawi,"1968",Mzimba,"22880",TA Mzukuzuku,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.74432305351,0.02221565669
"157",MWI,Malawi,"1968",Mzimba,"22881",Vwaza Marsh Game Reserve - Mzimba,,,,,Reserve,Reserve,Unknown,Unknown,,0.60406845547,0.01268522869
"157",MWI,Malawi,"1969",Nkhata Bay,"22882",Lake Malawi,,,,,Water body,Water body,Unknown,Unknown,,5.17433556692,0.65182504138
"157",MWI,Malawi,"1969",Nkhata Bay,"22883",SC Fukamalaza,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.40848935368,0.00374614443
"157",MWI,Malawi,"1969",Nkhata Bay,"22884",SC Malanda,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.56568167260,0.01405266667
"157",MWI,Malawi,"1969",Nkhata Bay,"22885",SC Nyaluwanga,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.57039144334,0.00928977298
"157",MWI,Malawi,"1969",Nkhata Bay,"22886",SC Zilakoma,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.93151781249,0.03947548314
"157",MWI,Malawi,"1969",Nkhata Bay,"22887",TA Fukamapiri,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.65475764063,0.01770691303
"157",MWI,Malawi,"1969",Nkhata Bay,"22888",TA Kabunduli,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,2.04888220267,0.14147034110
"157",MWI,Malawi,"1969",Nkhata Bay,"22889",TA Malenga Mzoma,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.26627131025,0.00333553860
"157",MWI,Malawi,"1969",Nkhata Bay,"22890",TA Musisya,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.13935197456,0.03632147376
"157",MWI,Malawi,"1969",Nkhata Bay,"22891",TA Timbiri,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.14352235599,0.02849911837
"157",MWI,Malawi,"1970",Nkhotakota,"22892",Lake Malawi,,,,,Water body,Water body,Unknown,Unknown,,3.57805439782,0.29574915303
"157",MWI,Malawi,"1970",Nkhotakota,"22893",Nkhotakota Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.14482213209,0.00108721419
"157",MWI,Malawi,"1970",Nkhotakota,"22894",Nkhotakota Game Reserve,,,,,Reserve,Reserve,Unknown,Unknown,,2.34802337751,0.15000756703
"157",MWI,Malawi,"1970",Nkhotakota,"22895",SC Kafuzila,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,1.22110933701,0.04620629707
"157",MWI,Malawi,"1970",Nkhotakota,"22896",SC Mphonde,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.54501120314,0.01048852676
"157",MWI,Malawi,"1970",Nkhotakota,"22897",SC Mwansambo,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.73971012676,0.02018247360
"157",MWI,Malawi,"1970",Nkhotakota,"22898",TA Kanyenda,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.74378749262,0.05040133356
"157",MWI,Malawi,"1970",Nkhotakota,"22899",TA Malenga Chanzi,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.99109224137,0.02671483732
"157",MWI,Malawi,"1970",Nkhotakota,"22900",TA Mwadzama,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.26405393858,0.05296728942
"157",MWI,Malawi,"1971",Nsanje,"22901",Mwabvi Game Reserve,,,,,Reserve,Reserve,Unknown,Unknown,,0.76335068646,0.02892624353
"157",MWI,Malawi,"1971",Nsanje,"22902",Nsanje Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.15913401873,0.00132575909
"157",MWI,Malawi,"1971",Nsanje,"22903",SC Makoka,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.44692728998,0.00559881798
"157",MWI,Malawi,"1971",Nsanje,"22904",SC Mbenje,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.80466655267,0.02687555619
"157",MWI,Malawi,"1971",Nsanje,"22905",TA Chimombo,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.32851951626,0.00301957776
"157",MWI,Malawi,"1971",Nsanje,"22906",TA Malemia,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.76898252786,0.01213122513
"157",MWI,Malawi,"1971",Nsanje,"22907",TA Mlolo,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.76784328584,0.02901384416
"157",MWI,Malawi,"1971",Nsanje,"22908",TA Ndamera,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.64581623310,0.01599566647
"157",MWI,Malawi,"1971",Nsanje,"22909",TA Ngabu,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.42216966858,0.00500259057
"157",MWI,Malawi,"1971",Nsanje,"22910",TA Nyachikadza,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.44140128728,0.00650596808
"157",MWI,Malawi,"1971",Nsanje,"22911",TA Tengani,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.76815446177,0.02902317104
"157",MWI,Malawi,"1972",Ntcheu,"22912",Ntcheu Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.13814420295,0.00076777140
"157",MWI,Malawi,"1972",Ntcheu,"22913",SC Champiti,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.39984214445,0.00760555298
"157",MWI,Malawi,"1972",Ntcheu,"22914",SC Goodson Ganya,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,1.18825831853,0.06182784023
"157",MWI,Malawi,"1972",Ntcheu,"22915",SC Makwangwala,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.99403097369,0.04217873280
"157",MWI,Malawi,"1972",Ntcheu,"22916",TA Chakhumbira,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.47811628875,0.00928900418
"157",MWI,Malawi,"1972",Ntcheu,"22917",TA Kwataine,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.85632748631,0.01666596472
"157",MWI,Malawi,"1972",Ntcheu,"22918",TA Masasa,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.05974602379,0.02124145992
"157",MWI,Malawi,"1972",Ntcheu,"22919",TA Mpando,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.32398066819,0.03505563178
"157",MWI,Malawi,"1972",Ntcheu,"22920",TA Njolomole,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.86688297298,0.02059782019
"157",MWI,Malawi,"1972",Ntcheu,"22921",TA Phambala,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.17219836968,0.05755831415
"157",MWI,Malawi,"1973",Ntchisi,"22922",Ntchisi Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.07652518485,0.00038239084
"157",MWI,Malawi,"1973",Ntchisi,"22923",SC Chilooko,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,1.11860229530,0.04411648457
"157",MWI,Malawi,"1973",Ntchisi,"22924",SC Nthondo,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.95262638621,0.01757041935
"157",MWI,Malawi,"1973",Ntchisi,"22925",TA Chikho,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.70851833388,0.02036286205
"157",MWI,Malawi,"1973",Ntchisi,"22926",TA Kalumo,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.15914746569,0.04379871000
"157",MWI,Malawi,"1973",Ntchisi,"22927",TA Kasakula,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.51432445481,0.00677003075
"157",MWI,Malawi,"1973",Ntchisi,"22928",TA Kasukula,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.55995258887,0.01049449395
"157",MWI,Malawi,"1974",Phalombe,"22929",Lake Chilwa,,,,,Water body,Water body,Unknown,Unknown,,0.41781454863,0.00814730921
"157",MWI,Malawi,"1974",Phalombe,"22930",TA Mkhumba,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.50665403228,0.07129224695
"157",MWI,Malawi,"1974",Phalombe,"22931",TA Nazombe,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.27998373426,0.04237157926
"157",MWI,Malawi,"1975",Rumphi,"22932",Lake Malawi,,,,,Water body,Water body,Unknown,Unknown,,1.74747234736,0.16209512984
"157",MWI,Malawi,"1975",Rumphi,"22933",Nyika National Park - Rumphi,,,,,National Park,National Park,Unknown,Unknown,,1.87001203782,0.14064777430
"157",MWI,Malawi,"1975",Rumphi,"22934",Rumphi Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.13969204700,0.00103188510
"157",MWI,Malawi,"1975",Rumphi,"22935",SC Chapinduka,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.42012743885,0.00865373749
"157",MWI,Malawi,"1975",Rumphi,"22936",SC Kachulu,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.61012484275,0.01115642919
"157",MWI,Malawi,"1975",Rumphi,"22937",SC Mwahenga,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.45869709471,0.01106129736
"157",MWI,Malawi,"1975",Rumphi,"22938",SC Mwalweni,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.97324151731,0.02072166061
"157",MWI,Malawi,"1975",Rumphi,"22939",SC Mwankhunikira,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.97288272044,0.03562680120
"157",MWI,Malawi,"1975",Rumphi,"22940",TA Chikulamayembe,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.58922400128,0.06536005154
"157",MWI,Malawi,"1975",Rumphi,"22941",TA Katumbi,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.51152462316,0.00660194787
"157",MWI,Malawi,"1975",Rumphi,"22942",TA Mwamlowe,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.56807904738,0.01343467120
"157",MWI,Malawi,"1975",Rumphi,"22943",Vwaza Marsh Game Reserve - Rumphi,,,,,Reserve,Reserve,Unknown,Unknown,,1.52071765428,0.07669739528
"157",MWI,Malawi,"1976",Salima,"22944",Lake Malawi,,,,,Water body,Water body,Unknown,Unknown,,3.11210266572,0.09458300941
"157",MWI,Malawi,"1976",Salima,"22945",Salima Town,,,,,Town,Town,Unknown,Unknown,,0.19057842062,0.00139851516
"157",MWI,Malawi,"1976",Salima,"22946",SC Kambalame,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.28795444275,0.00479197682
"157",MWI,Malawi,"1976",Salima,"22947",SC Kambwiri,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.72239571361,0.02221559250
"157",MWI,Malawi,"1976",Salima,"22948",SC Mwanza,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.64015197279,0.01096405047
"157",MWI,Malawi,"1976",Salima,"22949",TA Karonga,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.11554887329,0.03733720084
"157",MWI,Malawi,"1976",Salima,"22950",TA Khombedza,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.45998031842,0.03474140449
"157",MWI,Malawi,"1976",Salima,"22951",TA Kuluunda,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.78839261322,0.01508524333
"157",MWI,Malawi,"1976",Salima,"22952",TA Maganga,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.62857217861,0.01437947541
"157",MWI,Malawi,"1976",Salima,"22953",TA Ndindi,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.70410035937,0.01713291745
"157",MWI,Malawi,"1976",Salima,"22954",TA Pemba,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.42266517097,0.00825757766
"157",MWI,Malawi,"1977",Thyolo,"22955",Luchenza Town,,,,,Town,Town,Unknown,Unknown,,0.16729991479,0.00083219833
"157",MWI,Malawi,"1977",Thyolo,"22956",SC Kwethemule,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.58449176008,0.01273780631
"157",MWI,Malawi,"1977",Thyolo,"22957",SC Mbawela,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.59910164180,0.01106225091
"157",MWI,Malawi,"1977",Thyolo,"22958",SC Mphuka,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.60672002498,0.01339026448
"157",MWI,Malawi,"1977",Thyolo,"22959",SC Thukuta,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,0.30587625585,0.00504886852
"157",MWI,Malawi,"1977",Thyolo,"22960",TA Bvumbwe,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.97633252050,0.01760132523
"157",MWI,Malawi,"1977",Thyolo,"22961",TA Changata,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.59256558373,0.01022939776
"157",MWI,Malawi,"1977",Thyolo,"22962",TA Chimaliro,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.87372013005,0.02351614866
"157",MWI,Malawi,"1977",Thyolo,"22963",TA Kapichi,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.52933020044,0.01122439432
"157",MWI,Malawi,"1977",Thyolo,"22964",TA Nchilamwela,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.80231573142,0.01519240925
"157",MWI,Malawi,"1977",Thyolo,"22965",TA Nsabwe,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.61034146380,0.01020463635
"157",MWI,Malawi,"1977",Thyolo,"22966",TA Thomas,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.47479662240,0.00936419093
"157",MWI,Malawi,"1977",Thyolo,"22967",Thyolo Boma,,,,,Boma,Headquarter,Unknown,Unknown,,0.10071665045,0.00032393516
"157",MWI,Malawi,"1978",Zomba,"22968",Lake Chilwa,,,,,Water body,Water body,Unknown,Unknown,,1.31972368176,0.04577867788
"157",MWI,Malawi,"1978",Zomba,"22969",SC Mbiza,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,1.04057317157,0.03827477626
"157",MWI,Malawi,"1978",Zomba,"22970",SC Mkumbira,,,,,Sub-chief,Sub-chief,Unknown,Unknown,,1.15725634361,0.00998337893
"157",MWI,Malawi,"1978",Zomba,"22971",TA Chikowi,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.67367195125,0.01516317251
"157",MWI,Malawi,"1978",Zomba,"22972",TA Kuntumanji,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.91091847227,0.02943220854
"157",MWI,Malawi,"1978",Zomba,"22973",TA Malemia,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.75412554926,0.02456405972
"157",MWI,Malawi,"1978",Zomba,"22974",TA Mlumbe,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,1.36113728546,0.05620366434
"157",MWI,Malawi,"1978",Zomba,"22975",TA Mwambo,,,,,Traditional Authority,Traditional Authority,Unknown,Unknown,,0.93411626782,0.03688311807
"157",MWI,Malawi,"1978",Zomba,"22976",Zomba City,,,,,City,City,Unknown,Unknown,,0.29475084797,0.00337259586
